bos,20160623,cha,10.5
cin,20160623,sdn,9.5
col,20160623,ari,11
det,20160623,sea,10
mia,20160623,chn,7.5
min,20160623,phi,8
pit,20160623,sfn,8.5
ana,20160624,oak,9
atl,20160624,nyn,7.5
bal,20160624,tba,9.5
cha,20160624,tor,8.5
cin,20160624,sdn,9
col,20160624,ari,11.5
det,20160624,cle,8
kca,20160624,hou,8
mia,20160624,chn,7.5
mil,20160624,was,7.5
nya,20160624,min,7.5
pit,20160624,lan,8.5
sea,20160624,sln,8
sfn,20160624,phi,8
tex,20160624,bos,9.5
ana,20160625,oak,9
atl,20160625,nyn,7.5
bal,20160625,tba,8.5
bal,20160625,tba,9
cha,20160625,tor,9
cin,20160625,sdn,9.5
col,20160625,ari,12.5
det,20160625,cle,9
kca,20160625,hou,9
mia,20160625,chn,8
mil,20160625,was,9.5
nya,20160625,min,9
pit,20160625,lan,8
sea,20160625,sln,8
sfn,20160625,phi,6.5
tex,20160625,bos,9.5
ana,20160626,oak,8.5
atl,20160626,nyn,8
bal,20160626,tba,9
cha,20160626,tor,9
cin,20160626,sdn,9.5
col,20160626,ari,12.5
det,20160626,cle,8.5
kca,20160626,hou,8.5
mia,20160626,chn,6.5
mil,20160626,was,9.5
nya,20160626,min,9.5
pit,20160626,lan,6.5
sea,20160626,sln,8
sfn,20160626,phi,6.5
tex,20160626,bos,10
ana,20160627,hou,7.5
ari,20160627,phi,8.5
atl,20160627,cle,7.5
cin,20160627,chn,8.5
col,20160627,tor,11
kca,20160627,sln,8
nya,20160627,tex,9.5
pit,20160627,lan,8.5
sfn,20160627,oak,7.5
tba,20160627,bos,8
was,20160627,nyn,7.5
ana,20160628,hou,9
ari,20160628,phi,7.5
atl,20160628,cle,7.5
cha,20160628,min,8.5
cin,20160628,chn,9
col,20160628,tor,13
det,20160628,mia,10
kca,20160628,sln,8
mil,20160628,lan,8.5
nya,20160628,tex,8
sdn,20160628,bal,8.5
sea,20160628,pit,8
sfn,20160628,oak,8
tba,20160628,bos,7.5
was,20160628,nyn,8.5
ana,20160629,hou,9
ari,20160629,phi,9
atl,20160629,cle,7.5
cha,20160629,min,9
cin,20160629,chn,9
col,20160629,tor,12
det,20160629,mia,9.5
mil,20160629,lan,9
nya,20160629,tex,9
oak,20160629,sfn,8
sdn,20160629,bal,9
sea,20160629,pit,8.5
sln,20160629,kca,7.5
tba,20160629,bos,8
was,20160629,nyn,8
atl,20160630,mia,8.5
cha,20160630,min,9
mil,20160630,lan,8
nya,20160630,tex,9
nyn,20160630,chn,7.5
oak,20160630,sfn,7.5
sea,20160630,bal,7.5
sln,20160630,kca,8.5
tba,20160630,det,8
tor,20160630,cle,8.5
was,20160630,cin,8.5
tor,20160701,cle,8.5
